|id_entity|type|gender|occupation|generation|region
13140|urn:uuid:8fe12f7f-fb5f-4cb3-9a29-0041d7d0b5eb|jurist|male|media person|1911-1931|Southeastern Europe
13141|urn:uuid:8fe12f7f-fb5f-4cb3-9a29-0041d7d0b5eb|jurist|male|other|1911-1931|Central Europe
13142|urn:uuid:8fe12f7f-fb5f-4cb3-9a29-0041d7d0b5eb|jurist|male|other|1911-1931|Southeastern Europe
13149|urn:uuid:3a8e0dc2-1368-4a5e-823b-2ba3bfbafd94|economist|female|politician|1931-1951|Central Europe
13150|urn:uuid:3a8e0dc2-1368-4a5e-823b-2ba3bfbafd94|economist|female|politician|1931-1951|Southeastern Europe
13151|urn:uuid:3a8e0dc2-1368-4a5e-823b-2ba3bfbafd94|economist|female|scientist|1931-1951|Central Europe
13152|urn:uuid:3a8e0dc2-1368-4a5e-823b-2ba3bfbafd94|economist|female|scientist|1931-1951|Southeastern Europe
13153|urn:uuid:29164149-5952-4445-ac64-8889627d954f|jurist|male|scientist|1911-1931|Central Europe
13154|urn:uuid:29164149-5952-4445-ac64-8889627d954f|jurist|male|scientist|1911-1931|Southeastern Europe
13155|urn:uuid:29164149-5952-4445-ac64-8889627d954f|jurist|male|media person|1911-1931|Central Europe
13156|urn:uuid:29164149-5952-4445-ac64-8889627d954f|jurist|male|media person|1911-1931|Southeastern Europe
13157|urn:uuid:656b6a29-8c1e-4bd2-adde-71ff550123a8|jurist|male|politician|1931-1951|Central Europe
13158|urn:uuid:656b6a29-8c1e-4bd2-adde-71ff550123a8|jurist|male|politician|1931-1951|Southeastern Europe
13159|urn:uuid:c85a63b8-ccff-469a-bbce-84d8aeccf034|jurist|male|writer|1911-1931|Central Europe
13160|urn:uuid:c85a63b8-ccff-469a-bbce-84d8aeccf034|jurist|male|writer|1911-1931|Southeastern Europe
13163|urn:uuid:8aa4fd60-13e8-48eb-a42f-a3b474ff91e6|jurist|male|scientist|1931-1951|Central Europe
13164|urn:uuid:8aa4fd60-13e8-48eb-a42f-a3b474ff91e6|jurist|male|scientist|1931-1951|Southeastern Europe
13165|urn:uuid:764639f4-8033-4cdd-a613-55bc64dfa153|jurist|male|politician|1911-1931|Central Europe
13166|urn:uuid:764639f4-8033-4cdd-a613-55bc64dfa153|jurist|male|politician|1911-1931|Southeastern Europe
13169|urn:uuid:d4e76580-ebb5-4289-b444-56eb25f39fcc|economist|male|scientist|1931-1951|Central Europe
13170|urn:uuid:d4e76580-ebb5-4289-b444-56eb25f39fcc|economist|male|scientist|1931-1951|Southeastern Europe
13171|urn:uuid:6814cab8-51b2-4ee4-97c0-c102f8abf4c7|economist|male|politician|1931-1951|Central Europe
13172|urn:uuid:6814cab8-51b2-4ee4-97c0-c102f8abf4c7|economist|male|businessperson|1931-1951|Central Europe
13173|urn:uuid:6814cab8-51b2-4ee4-97c0-c102f8abf4c7|economist|male|writer|1931-1951|Central Europe
13175|urn:uuid:c8f2f6b6-03db-453f-a8fd-4eb227e93ec9|jurist|female|writer|1931-1951|Central Europe
13176|urn:uuid:c8f2f6b6-03db-453f-a8fd-4eb227e93ec9|jurist|female|writer|1931-1951|Southeastern Europe
13177|urn:uuid:1ee86803-d1e3-4658-be2c-648213122b4e|jurist|female|politician|1931-1951|Central Europe
13178|urn:uuid:1ee86803-d1e3-4658-be2c-648213122b4e|jurist|female|politician|1931-1951|Southeastern Europe
13179|urn:uuid:890294d9-c7d7-404e-b6a6-268f100524ca|economist|male|other|1911-1931|Central Europe
13180|urn:uuid:890294d9-c7d7-404e-b6a6-268f100524ca|economist|male|other|1911-1931|Southeastern Europe
13181|urn:uuid:d7384f2a-f716-49c0-9fe1-57709c451454|economist|female|politician|1911-1931|Central Europe
13182|urn:uuid:d7384f2a-f716-49c0-9fe1-57709c451454|economist|female|politician|1911-1931|Southeastern Europe
13183|urn:uuid:d7384f2a-f716-49c0-9fe1-57709c451454|economist|female|scientist|1911-1931|Central Europe
13184|urn:uuid:d7384f2a-f716-49c0-9fe1-57709c451454|economist|female|scientist|1911-1931|Southeastern Europe
13185|urn:uuid:87ace8ea-5c8d-4e9b-b55c-a84c7638fe5b|economist|male|businessperson|1931-1951|Central Europe
13186|urn:uuid:87ace8ea-5c8d-4e9b-b55c-a84c7638fe5b|economist|male|businessperson|1931-1951|Southeastern Europe
13187|urn:uuid:837c1c8f-35b3-436e-b3dc-31a498358ad2|economist|male|scientist|1911-1931|Central Europe
13188|urn:uuid:837c1c8f-35b3-436e-b3dc-31a498358ad2|economist|male|scientist|1911-1931|Southeastern Europe
13189|urn:uuid:b6c14893-85e9-41a1-be30-3ecbda7540b7|economist|male|politician|1931-1951|Central Europe
13190|urn:uuid:b6c14893-85e9-41a1-be30-3ecbda7540b7|economist|male|politician|1931-1951|Southeastern Europe
13191|urn:uuid:bbccaba6-e66b-4c50-a738-a8a5c50df4a7|economist|male|scientist|1931-1951|Central Europe
13192|urn:uuid:bbccaba6-e66b-4c50-a738-a8a5c50df4a7|economist|male|scientist|1931-1951|Southeastern Europe
13193|urn:uuid:bbccaba6-e66b-4c50-a738-a8a5c50df4a7|economist|male|media person|1931-1951|Central Europe
13194|urn:uuid:bbccaba6-e66b-4c50-a738-a8a5c50df4a7|economist|male|media person|1931-1951|Southeastern Europe
13195|urn:uuid:64cd4712-7ba4-4680-ae68-2a943db4eef3|jurist|male|scientist|1931-1951|Central Europe
13196|urn:uuid:64cd4712-7ba4-4680-ae68-2a943db4eef3|jurist|male|scientist|1931-1951|Southeastern Europe
13197|urn:uuid:564faea2-7a03-4120-babf-a27897fefb29|jurist|male|scientist|1911-1931|Central Europe
13198|urn:uuid:564faea2-7a03-4120-babf-a27897fefb29|jurist|male|scientist|1911-1931|Southeastern Europe
13199|urn:uuid:564faea2-7a03-4120-babf-a27897fefb29|jurist|male|writer|1911-1931|Central Europe
13200|urn:uuid:564faea2-7a03-4120-babf-a27897fefb29|jurist|male|writer|1911-1931|Southeastern Europe
13201|urn:uuid:87dfbc89-692d-42f7-a31b-41287eae52a1|jurist|male|politician|1931-1951|Central Europe
13202|urn:uuid:87dfbc89-692d-42f7-a31b-41287eae52a1|jurist|male|politician|1931-1951|Southeastern Europe
13203|urn:uuid:4a0806fa-116d-4cc7-adcb-cd091edcd062|jurist|female|scientist|1931-1951|Central Europe
13204|urn:uuid:4a0806fa-116d-4cc7-adcb-cd091edcd062|jurist|female|scientist|1931-1951|Southeastern Europe
13205|urn:uuid:8605cac3-8935-4f07-bf36-c65a1c4e577a|jurist|male|scientist|1911-1931|Central Europe
13206|urn:uuid:8605cac3-8935-4f07-bf36-c65a1c4e577a|jurist|male|scientist|1911-1931|Southeastern Europe
13207|urn:uuid:b98416ec-f221-42a6-97e4-b20f8b51c60e|jurist|male|scientist|1931-1951|Central Europe
13208|urn:uuid:b98416ec-f221-42a6-97e4-b20f8b51c60e|jurist|male|scientist|1931-1951|Southeastern Europe
13209|urn:uuid:729373f8-3af9-4aaa-bd44-543df49cf71f|jurist|male|scientist|1911-1931|Central Europe
13210|urn:uuid:729373f8-3af9-4aaa-bd44-543df49cf71f|jurist|male|scientist|1911-1931|Southeastern Europe
13211|urn:uuid:f3fb8bde-1289-4ac2-ab38-a46f9b344a7b|economist|male|scientist|1911-1931|Central Europe
13212|urn:uuid:f3fb8bde-1289-4ac2-ab38-a46f9b344a7b|economist|male|scientist|1911-1931|Southeastern Europe
13215|urn:uuid:3f20e5a6-9395-41fa-b7d9-693fc4232178|jurist|male|politician|1931-1951|Central Europe
13216|urn:uuid:3f20e5a6-9395-41fa-b7d9-693fc4232178|jurist|male|politician|1931-1951|Southeastern Europe
13217|urn:uuid:63c19245-e58d-4a9d-953e-c7ad9f0550e3|jurist/economist|male|other|1911-1931|Central Europe
13218|urn:uuid:63c19245-e58d-4a9d-953e-c7ad9f0550e3|jurist/economist|male|other|1911-1931|Southeastern Europe
13219|urn:uuid:43056a0c-122b-45bd-a094-a3dfac681f27|economist|male|scientist|1911-1931|Central Europe
13220|urn:uuid:43056a0c-122b-45bd-a094-a3dfac681f27|economist|male|scientist|1911-1931|Southeastern Europe
13221|urn:uuid:5a381406-f5b4-4bb7-b434-6a794dc4f83c|economist|male|politician|1931-1951|Central Europe
13222|urn:uuid:5a381406-f5b4-4bb7-b434-6a794dc4f83c|economist|male|politician|1931-1951|Southeastern Europe
13223|urn:uuid:fadca615-b456-46f4-830d-039e9feb55a2|economist|male|media person|1931-1951|Central Europe
13224|urn:uuid:fadca615-b456-46f4-830d-039e9feb55a2|economist|male|media person|1931-1951|Southeastern Europe
13225|urn:uuid:fadca615-b456-46f4-830d-039e9feb55a2|economist|male|other|1931-1951|Central Europe
13226|urn:uuid:fadca615-b456-46f4-830d-039e9feb55a2|economist|male|other|1931-1951|Southeastern Europe
13227|urn:uuid:f0ba0719-72d5-4e29-bfd3-13d198b76eae|economist|male|scientist|1931-1951|Central Europe
13228|urn:uuid:f0ba0719-72d5-4e29-bfd3-13d198b76eae|economist|male|scientist|1931-1951|Southeastern Europe
13229|urn:uuid:107ca35f-dc03-46d2-a6bd-92061cd814a0|jurist|male|politician|1931-1951|Central Europe
13230|urn:uuid:107ca35f-dc03-46d2-a6bd-92061cd814a0|jurist|male|politician|1931-1951|Southeastern Europe
13231|urn:uuid:107ca35f-dc03-46d2-a6bd-92061cd814a0|jurist|male|media person|1931-1951|Central Europe
13232|urn:uuid:107ca35f-dc03-46d2-a6bd-92061cd814a0|jurist|male|media person|1931-1951|Southeastern Europe
13233|urn:uuid:107ca35f-dc03-46d2-a6bd-92061cd814a0|jurist|male|writer|1931-1951|Central Europe
13234|urn:uuid:107ca35f-dc03-46d2-a6bd-92061cd814a0|jurist|male|writer|1931-1951|Southeastern Europe
13235|urn:uuid:1025daf7-20f2-466c-8f18-7f5469db9ef5|jurist|male|politician|1831-1851|Central Europe
13236|urn:uuid:a5943111-7c15-474b-8700-ecbeb1fd9b92|jurist/economist|male|politician|1911-1931|Central Europe
13237|urn:uuid:a5943111-7c15-474b-8700-ecbeb1fd9b92|jurist/economist|male|politician|1911-1931|Southeastern Europe
13238|urn:uuid:02a0e1dd-1c61-4e20-87e9-110f9cb06261|jurist/economist|male|politician|1911-1931|Central Europe
13239|urn:uuid:02a0e1dd-1c61-4e20-87e9-110f9cb06261|jurist/economist|male|politician|1911-1931|Southeastern Europe
13240|urn:uuid:5552e1e9-f6da-4689-935c-d95751be32b9|economist|male|scientist|1931-1951|Central Europe
13241|urn:uuid:5552e1e9-f6da-4689-935c-d95751be32b9|economist|male|scientist|1931-1951|Southeastern Europe
13242|urn:uuid:68e2444a-64ca-49c6-ad64-f89d8b98b96e|jurist|female|scientist|1931-1951|Central Europe
13243|urn:uuid:68e2444a-64ca-49c6-ad64-f89d8b98b96e|jurist|female|scientist|1931-1951|Southeastern Europe
13244|urn:uuid:fb7b2b59-0390-4870-8f22-7ed70431c953|jurist|female|scientist|1931-1951|Central Europe
13245|urn:uuid:fb7b2b59-0390-4870-8f22-7ed70431c953|jurist|female|scientist|1931-1951|Southeastern Europe
13246|urn:uuid:2bf0a52a-d9db-4fa4-bb0c-d2f105fe34fa|jurist|male|politician|1931-1951|Central Europe
13247|urn:uuid:2bf0a52a-d9db-4fa4-bb0c-d2f105fe34fa|jurist|male|politician|1931-1951|Southeastern Europe
13248|urn:uuid:2bf0a52a-d9db-4fa4-bb0c-d2f105fe34fa|jurist|male|scientist|1931-1951|Central Europe
13249|urn:uuid:2bf0a52a-d9db-4fa4-bb0c-d2f105fe34fa|jurist|male|scientist|1931-1951|Southeastern Europe
13250|urn:uuid:c8ef91b6-79b9-4526-92dc-27c64749e0bb|jurist|male|politician|1911-1931|Central Europe
13251|urn:uuid:c8ef91b6-79b9-4526-92dc-27c64749e0bb|jurist|male|politician|1911-1931|Southeastern Europe
13252|urn:uuid:f7da31b6-9ff0-48f3-b8b7-fd81aacc240e|jurist|male|politician|1931-1951|Central Europe
13253|urn:uuid:f7da31b6-9ff0-48f3-b8b7-fd81aacc240e|jurist|male|politician|1931-1951|Southeastern Europe
13254|urn:uuid:f7da31b6-9ff0-48f3-b8b7-fd81aacc240e|jurist|male|writer|1931-1951|Central Europe
13255|urn:uuid:f7da31b6-9ff0-48f3-b8b7-fd81aacc240e|jurist|male|writer|1931-1951|Southeastern Europe
13256|urn:uuid:a01d6376-73d5-49d0-802f-a098e184e38b|economist|male|politician|1911-1931|Central Europe
13257|urn:uuid:a01d6376-73d5-49d0-802f-a098e184e38b|economist|male|politician|1911-1931|Southeastern Europe
13258|urn:uuid:aed9bb3a-2942-462d-870a-258d230422c8|jurist|male|politician|1931-1951|Central Europe
13259|urn:uuid:aed9bb3a-2942-462d-870a-258d230422c8|jurist|male|politician|1931-1951|Southeastern Europe
13260|urn:uuid:f7046add-e1aa-468d-b07b-d79d124b918e|jurist/economist|male|politician|1931-1951|Central Europe
13261|urn:uuid:f7046add-e1aa-468d-b07b-d79d124b918e|jurist/economist|male|politician|1931-1951|Southeastern Europe
13262|urn:uuid:f7046add-e1aa-468d-b07b-d79d124b918e|jurist/economist|male|scientist|1931-1951|Central Europe
13263|urn:uuid:f7046add-e1aa-468d-b07b-d79d124b918e|jurist/economist|male|scientist|1931-1951|Southeastern Europe
13264|urn:uuid:6c11f0c3-19a1-47dd-882c-3f95fbe1d6ba|jurist|male|politician|1911-1931|Central Europe
13265|urn:uuid:6c11f0c3-19a1-47dd-882c-3f95fbe1d6ba|jurist|male|politician|1911-1931|Southeastern Europe
13266|urn:uuid:84797d08-5efb-4d84-b136-84e56e1d9c3c|jurist|male|scientist|1931-1951|Central Europe
13267|urn:uuid:84797d08-5efb-4d84-b136-84e56e1d9c3c|jurist|male|scientist|1931-1951|Southeastern Europe
13268|urn:uuid:84797d08-5efb-4d84-b136-84e56e1d9c3c|jurist|male|other|1931-1951|Central Europe
13269|urn:uuid:84797d08-5efb-4d84-b136-84e56e1d9c3c|jurist|male|other|1931-1951|Southeastern Europe
13272|urn:uuid:b17cd994-b647-4e66-875c-6fd112d2f951|jurist|male|politician|1931-1951|Central Europe
13273|urn:uuid:fd436a47-997a-4852-94a0-4020e7810eff|economist|male|politician|1931-1951|Central Europe
13275|urn:uuid:a884aa59-430e-43df-99ee-716b6a191ad7|jurist|male|politician|1931-1951|Central Europe
13276|urn:uuid:a884aa59-430e-43df-99ee-716b6a191ad7|jurist|male|politician|1931-1951|Southeastern Europe
13277|urn:uuid:a884aa59-430e-43df-99ee-716b6a191ad7|jurist|male|businessperson|1931-1951|Central Europe
13278|urn:uuid:a884aa59-430e-43df-99ee-716b6a191ad7|jurist|male|businessperson|1931-1951|Southeastern Europe
13279|urn:uuid:4856fbc2-0616-47f8-87b4-ca093323ee47|jurist|male|writer|1931-1951|Central Europe
13280|urn:uuid:4856fbc2-0616-47f8-87b4-ca093323ee47|jurist|male|writer|1931-1951|Southeastern Europe
13281|urn:uuid:0a118e78-b2f4-4ccd-9d9e-61ef62257074|economist|male|politician|1931-1951|Central Europe
13282|urn:uuid:0a118e78-b2f4-4ccd-9d9e-61ef62257074|economist|male|politician|1931-1951|Southeastern Europe
13283|urn:uuid:26e4d3a4-2b43-431d-b7de-c3b420951899|jurist|male|writer|1931-1951|Central Europe
13284|urn:uuid:26e4d3a4-2b43-431d-b7de-c3b420951899|jurist|male|writer|1931-1951|Southeastern Europe
13285|urn:uuid:d92feffa-66e6-48c4-a06a-480025cc7c00|jurist|female|politician|1931-1951|Central Europe
13286|urn:uuid:d92feffa-66e6-48c4-a06a-480025cc7c00|jurist|female|politician|1931-1951|Southeastern Europe
13287|urn:uuid:d92feffa-66e6-48c4-a06a-480025cc7c00|jurist|female|media person|1931-1951|Central Europe
13288|urn:uuid:d92feffa-66e6-48c4-a06a-480025cc7c00|jurist|female|media person|1931-1951|Southeastern Europe
13289|urn:uuid:366da74d-cd4f-4d7c-9143-fab390335445|jurist|male|politician|1931-1951|Central Europe
13290|urn:uuid:366da74d-cd4f-4d7c-9143-fab390335445|jurist|male|politician|1931-1951|Southeastern Europe
13291|urn:uuid:366da74d-cd4f-4d7c-9143-fab390335445|jurist|male|businessperson|1931-1951|Central Europe
13292|urn:uuid:366da74d-cd4f-4d7c-9143-fab390335445|jurist|male|businessperson|1931-1951|Southeastern Europe
13293|urn:uuid:a792ad20-fe58-4e78-ace7-71972e080b29|jurist|male|politician|1851-1871|Central Europe
13294|urn:uuid:a792ad20-fe58-4e78-ace7-71972e080b29|jurist|male|writer|1851-1871|Central Europe
13295|urn:uuid:53f9677e-9cf9-41e1-8530-a5ffe4a31a4d|jurist|male|politician|1831-1851|Central Europe
13296|urn:uuid:db79138d-d2d5-44e5-b955-e363cf4832a6|jurist|male|writer|1831-1851|Central Europe
13297|urn:uuid:742f74b3-66ee-496b-a457-57c641e6b6e4|jurist|male|writer|1811-1831|Central Europe
13298|urn:uuid:3f835fd5-6d77-42c8-ae52-07757b0c2ec7|jurist|male|politician|1831-1851|Central Europe
13299|urn:uuid:3caed9fb-50a3-4c78-b5f2-441fefb2e184|jurist|male|writer|1771-1791|Central Europe
13300|urn:uuid:3caed9fb-50a3-4c78-b5f2-441fefb2e184|jurist|male|other_occupation|1771-1791|Central Europe
13301|urn:uuid:3caed9fb-50a3-4c78-b5f2-441fefb2e184|jurist|male|businessperson|1771-1791|Central Europe
13302|urn:uuid:ee6eb3a1-5d77-46dd-b3cd-7b45b8fee033|jurist|male|politician|1791-1811|Central Europe
13303|urn:uuid:ee6eb3a1-5d77-46dd-b3cd-7b45b8fee033|jurist|male|scientist|1791-1811|Central Europe
13304|urn:uuid:ee6eb3a1-5d77-46dd-b3cd-7b45b8fee033|jurist|male|writer|1791-1811|Central Europe
13305|urn:uuid:c91ba23d-5ecb-49b0-9e9f-cba23cb9032a|jurist|male|politician|1811-1831|Central Europe
13306|urn:uuid:c91ba23d-5ecb-49b0-9e9f-cba23cb9032a|jurist|male|other|1811-1831|Central Europe
13307|urn:uuid:e2d2dc8f-5cbf-4cc6-bcc3-1fb0c14337aa|jurist|male|politician|1831-1851|Central Europe
13308|urn:uuid:5582e652-288e-448d-8e0a-31568378f06b|jurist|male|politician|1851-1871|Central Europe
13309|urn:uuid:0059dafc-4760-4407-aa30-d8a67c97665e|jurist|male|politician|1811-1831|Central Europe
13310|urn:uuid:0059dafc-4760-4407-aa30-d8a67c97665e|jurist|male|scientist|1811-1831|Central Europe
13312|urn:uuid:44a7de68-4a05-47f0-b754-e5b85ce9e395|jurist|male|scientist|1791-1811|Central Europe
13313|urn:uuid:37329885-6d6f-495a-80cc-86ea9ad687e5|jurist|male|politician|1811-1831|Central Europe
13314|urn:uuid:b531ec69-ed74-47a8-8bb3-a558cc829d9f|jurist|male|politician|1771-1791|Central Europe
13315|urn:uuid:25a7f935-d2b0-4350-81b9-bc614adaf792|jurist|male|politician|1851-1871|Central Europe
13316|urn:uuid:cd707e7f-5eb3-4c88-9657-eaddf49ba163|jurist/economist|male|politician|1811-1831|Central Europe
13317|urn:uuid:cd707e7f-5eb3-4c88-9657-eaddf49ba163|jurist/economist|male|writer|1811-1831|Central Europe
13318|urn:uuid:cd707e7f-5eb3-4c88-9657-eaddf49ba163|jurist/economist|male|scientist|1811-1831|Central Europe
13319|urn:uuid:60d6c8f5-68f2-4c90-8046-4ca8180c87a0|jurist|male|politician|1771-1791|Central Europe
13320|urn:uuid:60d6c8f5-68f2-4c90-8046-4ca8180c87a0|jurist|male|scientist|1771-1791|Central Europe
13322|urn:uuid:7ec3e81f-502e-419c-937c-d5df370154ca|jurist|male|politician|1791-1811|Central Europe
13323|urn:uuid:34ae02d0-f037-4db6-9acf-8448422183f7|jurist|male|politician|1811-1831|Central Europe
13324|urn:uuid:34ae02d0-f037-4db6-9acf-8448422183f7|jurist|male|scientist|1811-1831|Central Europe
13325|urn:uuid:a198c458-4064-4a9a-954e-fa09f11037e3|jurist|male|politician|1771-1791|Central Europe
13326|urn:uuid:a198c458-4064-4a9a-954e-fa09f11037e3|jurist|male|writer|1771-1791|Central Europe
13327|urn:uuid:e174ff50-40ea-4b22-a4d3-f1a5090d9a95|jurist|male|politician|1851-1871|Central Europe
13328|urn:uuid:1b51b4ae-d907-493b-b3c7-f3f9929ac586|economist|male|politician|1831-1851|Central Europe
13329|urn:uuid:1b51b4ae-d907-493b-b3c7-f3f9929ac586|economist|male|scientist|1831-1851|Central Europe
13330|urn:uuid:1b51b4ae-d907-493b-b3c7-f3f9929ac586|economist|male|writer|1831-1851|Central Europe
13331|urn:uuid:1b51b4ae-d907-493b-b3c7-f3f9929ac586|economist|male|other|1831-1851|Central Europe
13333|urn:uuid:6d962243-57fd-4ae5-8833-5b43638b427c|economist|male|politician|1771-1791|Central Europe
13334|urn:uuid:6d962243-57fd-4ae5-8833-5b43638b427c|economist|male|politician|1771-1791|Scandinavia
13335|urn:uuid:6d962243-57fd-4ae5-8833-5b43638b427c|economist|male|scientist|1771-1791|Central Europe
13336|urn:uuid:6d962243-57fd-4ae5-8833-5b43638b427c|economist|male|scientist|1771-1791|Scandinavia
13339|urn:uuid:59c3340a-5818-4832-9ef7-b91e110b2a58|economist|male|politician|1831-1851|Central Europe
13340|urn:uuid:59c3340a-5818-4832-9ef7-b91e110b2a58|economist|male|scientist|1831-1851|Central Europe
13341|urn:uuid:d5bacc59-d811-4c62-86ee-759d7c5d5122|jurist|male|politician|1811-1831|Central Europe
13342|urn:uuid:d5bacc59-d811-4c62-86ee-759d7c5d5122|jurist|male|scientist|1811-1831|Central Europe
13343|urn:uuid:50bdf362-bd65-475f-ad73-0b3fe960983e|economist|male|writer|1771-1791|Central Europe
13344|urn:uuid:50bdf362-bd65-475f-ad73-0b3fe960983e|economist|male|scientist|1771-1791|Central Europe
13345|urn:uuid:50bdf362-bd65-475f-ad73-0b3fe960983e|economist|male|other|1771-1791|Central Europe
13346|urn:uuid:f4337513-9610-4a5b-8a91-48d711a82a2b|economist|male|politician|1791-1811|Central Europe
13347|urn:uuid:a5c84a54-8b9a-47ef-add0-b0eef55e6162|jurist|male|politician|1791-1811|Central Europe
13348|urn:uuid:a5c84a54-8b9a-47ef-add0-b0eef55e6162|jurist|male|scientist|1791-1811|Central Europe
13349|urn:uuid:30645bf8-adfe-4992-bccd-0c2bca788b45|economist|male|politician|1811-1831|Central Europe
13350|urn:uuid:30645bf8-adfe-4992-bccd-0c2bca788b45|economist|male|media person|1811-1831|Central Europe
13351|urn:uuid:30645bf8-adfe-4992-bccd-0c2bca788b45|economist|male|scientist|1811-1831|Central Europe
13352|urn:uuid:30645bf8-adfe-4992-bccd-0c2bca788b45|economist|male|writer|1811-1831|Central Europe
13353|urn:uuid:bcf87332-3f84-4903-ba66-498b418a9fd2|jurist|male|writer|1891-1911|Central Europe
13354|urn:uuid:e7094545-c2cb-4ca5-827e-2f9cbd201eda|economist|male|scientist|1871-1891|Central Europe
13356|urn:uuid:dd36da92-b43f-468d-b88f-5ccdb79788e4|jurist|male|scientist|1871-1891|Central Europe
13357|urn:uuid:c8169318-acc3-4764-a6bf-3f1ac1c3010a|jurist|male|scientist|1851-1871|Central Europe
13358|urn:uuid:2ad8bef8-3ebb-434e-b2ee-a4d29bc8d3d5|jurist|male|politician|1911-1931|Central Europe
13359|urn:uuid:8beac9d6-1f62-427b-b5a2-3c691ae703b3|jurist|male|politician|1811-1831|Central Europe
13360|urn:uuid:a5fab628-a0b4-48f0-9653-d07f8c85e627|jurist|male|politician|1851-1871|Central Europe
13361|urn:uuid:a5fab628-a0b4-48f0-9653-d07f8c85e627|jurist|male|writer|1851-1871|Central Europe
13362|urn:uuid:e89e78bf-4df5-4c2f-850a-26f0ef7cce0e|jurist|male|scientist|1871-1891|Central Europe
13363|urn:uuid:8d1c9bb6-6f9f-457c-8a2d-091e86b2b410|jurist|male|politician|1871-1891|Central Europe
13364|urn:uuid:8d1c9bb6-6f9f-457c-8a2d-091e86b2b410|jurist|male|other|1871-1891|Central Europe
13365|urn:uuid:2c6328a4-fb88-4431-8f51-735027752c96|jurist|male|writer|1871-1891|Central Europe
13366|urn:uuid:7cce9367-9f70-4315-8894-6b47e9b32950|economist|male|scientist|1871-1891|Central Europe
13367|urn:uuid:7cce9367-9f70-4315-8894-6b47e9b32950|economist|male|other_occupation|1871-1891|Central Europe
13368|urn:uuid:a5247568-0054-4b03-b263-9936f6a84bf4|jurist|male|politician|1851-1871|Central Europe
13369|urn:uuid:8105dbd7-57c3-4217-984e-759fefc20155|jurist|male|scientist|1871-1891|Central Europe
13371|urn:uuid:13c84933-7e9d-4a69-9bf1-f06d3d252b6d|jurist|male|politician|1871-1891|Central Europe
13372|urn:uuid:3d31c7ca-8501-440d-8c24-4b26c64617b1|jurist|male|politician|1851-1871|Central Europe
13373|urn:uuid:45b67cf2-dd43-4546-bd3b-a293716f4ab7|jurist|male|politician|1851-1871|Central Europe
13374|urn:uuid:45b67cf2-dd43-4546-bd3b-a293716f4ab7|jurist|male|other|1851-1871|Central Europe
13375|urn:uuid:bb33c331-93ce-4a0e-8aaf-5489fcf20ebf|jurist|male|scientist|1871-1891|Central Europe
13376|urn:uuid:8b5eb121-580a-435a-8591-9894ef1527a3|jurist|male|politician|1811-1831|Central Europe
13377|urn:uuid:8b5eb121-580a-435a-8591-9894ef1527a3|jurist|male|other_occupation|1811-1831|Central Europe
13378|urn:uuid:be4c097a-f56a-4e0b-94a3-10ac80ac55ce|jurist|male|politician|1851-1871|Central Europe
13379|urn:uuid:1daeab48-2249-451a-85a9-b0d636fbc339|jurist|male|other|1891-1911|Central Europe
13380|urn:uuid:9b8ebbb6-585a-452c-8be2-0cb305ce4c82|jurist|male|politician|1871-1891|Central Europe
13381|urn:uuid:bffd36d4-e263-4a78-ba39-cfee3a3b878c|jurist|male|politician|1811-1831|Central Europe
13382|urn:uuid:bffd36d4-e263-4a78-ba39-cfee3a3b878c|jurist|male|other|1811-1831|Central Europe
13383|urn:uuid:7c4bb663-d8ac-48cd-81d5-37bb6e0541ed|jurist|male|writer|1851-1871|Central Europe
13384|urn:uuid:7c4bb663-d8ac-48cd-81d5-37bb6e0541ed|jurist|male|other_occupation|1851-1871|Central Europe
13385|urn:uuid:25b4a7c9-b1fd-44d3-aeb3-34cdd5f30c05|jurist|male|other|1811-1831|Central Europe
13386|urn:uuid:98af718e-49b9-428e-a7fd-d15cfa4f4911|jurist|male|politician|1871-1891|Central Europe
13387|urn:uuid:8501265b-59e9-4c2d-be44-5c0c5a2d8f00|jurist|male|politician|1831-1851|Central Europe
13388|urn:uuid:fbe4562d-d4fc-499b-88ba-738816a67690|jurist|male|politician|1871-1891|Central Europe
13389|urn:uuid:6d46f58b-1ff9-4ab4-a7af-a186e58250a4|jurist|male|politician|1871-1891|Central Europe
13390|urn:uuid:6eca07f4-d1ca-4047-9e6e-bcb7ad9cc699|jurist|male|politician|1811-1831|Central Europe
13391|urn:uuid:6eca07f4-d1ca-4047-9e6e-bcb7ad9cc699|jurist|male|other|1811-1831|Central Europe
13392|urn:uuid:5b68ae9e-7fd3-4d02-8636-5f22a20a45fe|jurist|male|scientist|1871-1891|Central Europe
13393|urn:uuid:dcf0fa64-7dec-4023-a01d-94fa00e4949e|jurist|male|politician|1871-1891|Central Europe
13394|urn:uuid:3e0a9e32-cfab-40f2-81e4-78ed3aa7d049|jurist|male|writer|1811-1831|Central Europe
13395|urn:uuid:d65e4a50-6326-4fb6-8603-680270faf48d|jurist|male|other|1871-1891|Central Europe
13396|urn:uuid:b78be638-3a8e-467c-83ec-9e1d1bbd95a8|jurist|male|politician|1851-1871|Central Europe
13397|urn:uuid:e43203ab-9ae2-44ee-8529-7ffb16e5a031|economist|male|scientist|1871-1891|Central Europe
13398|urn:uuid:609bb3fb-6472-4596-b0e5-98c46eb1e5fb|jurist|male|scientist|1871-1891|Central Europe
