|type|gender|occupation|generation|continent
34871|jurist|male|politician|1911-1931|Europe
34872|jurist|male|scientist|1911-1931|Europe
34873|jurist|male|politician|1831-1851|Europe
34874|jurist|male|scientist|1831-1851|Europe
34875|jurist|male|politician|1811-1831|Europe
34876|jurist|female|politician|1931-1951|Europe
34877|jurist|male|politician|1891-1911|Europe
34884|economist|male|politician|1911-1931|Europe
34885|economist|male|scientist|1931-1951|Europe
34886|economist|male|scientist|1931-1951|Asia
34888|jurist|male|scientist|1891-1911|Europe
34889|jurist|male|other_occupation|1851-1871|Europe
34890|jurist|male|businessperson|1851-1871|Europe
34894|economist|male|politician|1891-1911|Europe
34895|economist|male|businessperson|1891-1911|Europe
34896|jurist|male|scientist|1831-1851|Europe
34897|jurist|male|politician|1811-1831|Europe
34898|economist|male|scientist|1871-1891|Europe
34899|economist|male|scientist|1871-1891|Europe
34901|jurist|male|media person|1931-1951|Europe
34902|jurist|male|media person|1931-1951|Europe
34903|jurist|male|scientist|1931-1951|Europe
34904|jurist|male|writer|1931-1951|Europe
34905|jurist|male|scientist|1931-1951|Europe
34906|jurist|male|politician|1871-1891|Europe
34907|jurist|male|scientist|1871-1891|Europe
34912|economist|male|politician|1911-1931|Europe
34913|economist|male|scientist|1911-1931|Europe
34914|jurist|male|politician|1891-1911|Europe
34915|jurist|male|scientist|1891-1911|Europe
34918|jurist|male|politician|1931-1951|Europe
34919|jurist|male|scientist|1931-1951|Europe
34920|jurist|male|politician|1871-1891|Europe
34925|jurist|male|other_occupation|1791-1811|Europe
34926|jurist|male|politician|1831-1851|Europe
34927|jurist|male|politician|1791-1811|Europe
34928|jurist|male|other_occupation|1791-1811|Europe
34929|jurist|male|politician|1831-1851|Europe
34930|jurist|male|scientist|1851-1871|Europe
34931|jurist|male|writer|1851-1871|Europe
34932|economist|male|scientist|1931-1951|Europe
34933|jurist|male|politician|1931-1951|Europe
34934|jurist|male|politician|1811-1831|Europe
34937|economist|male|scientist|1891-1911|Europe
34938|economist|male|scientist|1891-1911|Europe
34939|jurist|male|writer|1811-1831|Europe
34940|jurist|male|scientist|1811-1831|Europe
34941|jurist|male|other_occupation|1811-1831|Europe
34942|economist|male|politician|1891-1911|Europe
34943|economist|male|scientist|1891-1911|Europe
34944|economist|male|scientist|1891-1911|Europe
34945|jurist|male|politician|1911-1931|Europe
34946|economist|male|politician|1851-1871|Europe
34947|economist|male|scientist|1851-1871|Europe
34948|economist|male|scientist|1851-1871|Europe
34949|economist|male|scientist|1851-1871|Europe
34950|jurist|male|other_occupation|1851-1871|Europe
34951|jurist|male|politician|1911-1931|Europe
34953|economist|male|politician|1911-1931|Europe
34954|economist|male|media person|1911-1931|Europe
34955|jurist|male|politician|1911-1931|Europe
34956|jurist|male|politician|1791-1811|Europe
34957|jurist|male|other_occupation|1791-1811|Europe
34958|jurist|male|other_occupation|1831-1851|Europe
34959|jurist|male|businessperson|1831-1851|Europe
34960|jurist|male|other_occupation|1791-1811|Europe
34961|economist|male|scientist|1931-1951|Europe
34962|economist|male|scientist|1931-1951|Europe
34963|economist|male|politician|1891-1911|Europe
34964|economist|male|businessperson|1891-1911|Europe
34966|jurist|female|politician|1931-1951|Europe
34967|jurist|female|scientist|1931-1951|Europe
34968|economist|male|politician|1891-1911|Europe
34969|economist|male|scientist|1891-1911|Europe
34973|economist|male|scientist|1911-1931|Europe
34974|economist|male|writer|1911-1931|Europe
34978|economist|male|politician|1871-1891|Europe
34979|economist|male|scientist|1871-1891|Europe
34980|jurist|male|politician|1791-1811|Europe
34981|jurist|male|other_occupation|1791-1811|Europe
34982|jurist|male|other_occupation|1891-1911|Europe
34983|jurist|male|politician|1791-1811|Europe
34984|economist|male|writer|1931-1951|Europe
34985|economist|male|other_occupation|1931-1951|Europe
34986|jurist|male|politician|1891-1911|Europe
34987|jurist|male|politician|1871-1891|Europe
34990|jurist|male|other_occupation|1931-1951|Europe
34991|jurist|male|other_occupation|1931-1951|Europe
34993|jurist|male|politician|1791-1811|Europe
34995|jurist|male|other_occupation|1851-1871|Europe
34996|jurist|male|other_occupation|1851-1871|Europe
34997|jurist|male|politician|1911-1931|Europe
34999|economist|male|politician|1931-1951|Europe
35000|jurist|male|politician|1931-1951|Europe
35002|economist|female|politician|1931-1951|Europe
35003|economist|female|scientist|1931-1951|Europe
35007|jurist|male|other_occupation|1831-1851|Europe
35008|jurist|female|politician|1931-1951|Europe
35009|jurist/economist|male|politician|1831-1851|Europe
35010|jurist|male|politician|1811-1831|Europe
35011|jurist|male|politician|1911-1931|Europe
35012|jurist|male|other_occupation|1911-1931|Europe
35013|jurist|male|politician|1771-1791|Europe
35014|jurist|male|other_occupation|1771-1791|Europe
35020|economist|male|businessperson|1931-1951|Europe
35021|economist|male|scientist|1931-1951|Europe
35022|economist|male|scientist|1931-1951|Europe
35023|economist|male|politician|1951-1971|Europe
35025|economist|male|scientist|1911-1931|Europe
35026|economist|male|scientist|1911-1931|Europe
35027|economist|male|writer|1911-1931|Europe
35028|economist|male|scientist|1911-1931|Europe
35030|jurist|male|politician|1931-1951|Europe
35031|economist|male|politician|1771-1791|Europe
35032|economist|male|scientist|1771-1791|Europe
35033|economist|male|scientist|1771-1791|Europe
35034|economist|male|other_occupation|1771-1791|Europe
35035|economist|male|scientist|1871-1891|Europe
35036|economist|male|scientist|1871-1891|Europe
35037|economist|male|scientist|1851-1871|Europe
35038|jurist|male|politician|1911-1931|Europe
35039|jurist|male|other_occupation|1911-1931|Europe
35040|jurist|male|politician|1811-1831|Europe
35041|jurist|male|writer|1891-1911|Europe
35043|jurist|female|politician|1911-1931|Europe
35044|jurist|male|politician|1931-1951|Europe
35047|jurist|male|politician|1871-1891|Europe
35048|jurist|male|scientist|1871-1891|Europe
35052|jurist|male|scientist|1931-1951|Europe
35053|jurist|male|writer|1931-1951|Europe
35056|jurist|female|politician|1851-1871|Europe
35057|jurist|male|politician|1831-1851|Europe
35058|jurist|male|scientist|1851-1871|Europe
35059|jurist|male|scientist|1851-1871|Europe
35061|jurist|female|media person|1871-1891|Europe
35063|economist|female|politician|1931-1951|Europe
35069|economist|female|politician|1891-1911|Europe
35071|jurist|female|scientist|1931-1951|Europe
35072|jurist|female|politician|1931-1951|Europe
35074|economist|female|politician|1931-1951|Europe
35075|economist|female|businessperson|1951-1971|Europe
35076|economist|female|scientist|1931-1951|Europe
35080|economist|female|politician|1931-1951|Europe
35082|jurist|male|politician|1891-1911|Europe
35083|jurist|male|other_occupation|1891-1911|Europe
35084|jurist|male|politician|1831-1851|Europe
35085|jurist|male|other_occupation|1831-1851|Europe
35088|jurist|male|writer|1891-1911|Europe
35089|jurist|male|politician|1871-1891|Europe
35090|jurist|male|politician|1811-1831|Europe
35091|jurist|male|other_occupation|1811-1831|Europe
35093|jurist|male|politician|1811-1831|Europe
35094|jurist|male|other_occupation|1811-1831|Europe
35095|jurist|male|politician|1831-1851|Europe
35096|jurist|male|other_occupation|1831-1851|Europe
35097|economist|male|politician|1831-1851|Europe
35098|economist|male|scientist|1831-1851|Europe
35099|economist|male|businessperson|1831-1851|Europe
35100|jurist|male|writer|1771-1791|Europe
35101|economist|male|politician|1871-1891|Europe
35102|economist|male|media person|1871-1891|Europe
35103|jurist|male|politician|1811-1831|Europe
35104|jurist|male|other_occupation|1811-1831|Europe
35105|jurist|male|other_occupation|1771-1791|Europe
35106|jurist|male|politician|1831-1851|Europe
35107|jurist|male|politician|1891-1911|Europe
35108|jurist|male|politician|1811-1831|Europe
35109|economist|male|politician|1931-1951|Europe
35110|jurist|male|politician|1871-1891|Europe
35111|jurist|male|other_occupation|1871-1891|Europe
35112|jurist|male|politician|1871-1891|Europe
35113|jurist|male|other_occupation|1871-1891|Europe
35114|economist|male|other_occupation|1891-1911|Europe
35115|jurist|male|scientist|1851-1871|Europe
35116|jurist|male|scientist|1851-1871|Europe
35117|jurist|male|other_occupation|1831-1851|Europe
35118|economist|male|politician|1931-1951|Europe
35119|jurist|male|other_occupation|1931-1951|Europe
35120|jurist|male|politician|1931-1951|Europe
35121|jurist|male|writer|1911-1931|Europe
35122|jurist|male|politician|1851-1871|Europe
35123|jurist|male|writer|1931-1951|Europe
35124|jurist|male|politician|1831-1851|Europe
35125|jurist|male|other_occupation|1831-1851|Europe
35126|jurist|male|politician|1791-1811|Europe
35127|jurist|male|other_occupation|1791-1811|Europe
35128|jurist|male|politician|1851-1871|Europe
35129|jurist|male|politician|1871-1891|Europe
35130|jurist|male|politician|1831-1851|Europe
35131|jurist|male|other_occupation|1831-1851|Europe
35132|jurist|male|other_occupation|1811-1831|Europe
35133|jurist|male|other_occupation|1831-1851|Europe
35134|jurist|male|other_occupation|1771-1791|Europe
35135|jurist|male|teacher|1791-1811|Europe
35136|jurist|male|politician|1831-1851|Europe
35138|jurist|male|other_occupation|1891-1911|Europe
35139|jurist|male|politician|1811-1831|Europe
35140|jurist|male|writer|1931-1951|Europe
35141|jurist|male|politician|1771-1791|Europe
35142|jurist|male|politician|1791-1811|Europe
35143|jurist|male|other_occupation|1791-1811|Europe
35144|jurist|male|other_occupation|1851-1871|Europe
35145|economist|male|politician|1911-1931|Europe
35146|jurist|male|other_occupation|1891-1911|Europe
35147|jurist/economist|male|politician|1831-1851|Europe
35148|jurist|male|politician|1851-1871|Europe
35149|jurist|male|politician|1811-1831|Europe
35150|jurist|male|other_occupation|1811-1831|Europe
35151|jurist|male|politician|1831-1851|Europe
35152|jurist|male|politician|1891-1911|Europe
35153|jurist|male|athlete|1891-1911|Europe
35154|jurist|male|other_occupation|1831-1851|Europe
35156|jurist|male|other_occupation|1891-1911|Europe
35157|economist|male|scientist|1931-1951|Europe
35158|jurist|male|politician|1831-1851|Europe
35159|jurist|male|scientist|1831-1851|Europe
35160|jurist|male|politician|1851-1871|Europe
35161|jurist|male|other_occupation|1891-1911|Europe
35162|jurist|male|politician|1891-1911|Europe
35163|jurist|male|other_occupation|1891-1911|Europe
35164|jurist|male|politician|1931-1951|Europe
35165|jurist|male|politician|1871-1891|Europe
35166|jurist|male|other_occupation|1871-1891|Europe
35167|jurist|male|politician|1831-1851|Europe
35168|jurist|male|politician|1871-1891|Europe
35169|jurist|male|other_occupation|1871-1891|Europe
35171|jurist|male|scientist|1871-1891|Europe
35172|jurist|male|politician|1851-1871|Europe
35173|jurist|male|politician|1871-1891|Europe
35174|jurist|male|other_occupation|1871-1891|Europe
35175|jurist|male|politician|1811-1831|Europe
35176|jurist|male|politician|1871-1891|Europe
35177|jurist|male|other_occupation|1871-1891|Europe
35179|economist|male|businessperson|1911-1931|Europe
35181|jurist|male|other_occupation|1911-1931|Europe
35182|economist|male|politician|1911-1931|Europe
35183|jurist|male|other_occupation|1911-1931|Europe
35184|jurist|male|other_occupation|1771-1791|Europe
35185|jurist|male|other_occupation|1771-1791|Europe
35186|jurist|male|politician|1871-1891|Europe
35187|jurist|male|other_occupation|1871-1891|Europe
35190|jurist|male|other_occupation|1871-1891|Europe
35191|jurist|male|politician|1891-1911|Europe
35192|jurist|male|other_occupation|1891-1911|Europe
35193|jurist|male|other_occupation|1771-1791|Europe
35195|jurist|male|other_occupation|1851-1871|Europe
35196|jurist|male|politician|1891-1911|Europe
35197|jurist|male|other_occupation|1911-1931|Europe
35198|jurist|male|politician|1851-1871|Europe
35199|economist|male|politician|1891-1911|Europe
35200|economist|male|other_occupation|1891-1911|Europe
35204|jurist|male|politician|1871-1891|Europe
35205|jurist|male|other_occupation|1851-1871|Europe
35206|jurist|male|politician|1831-1851|Europe
35207|jurist|male|other_occupation|1831-1851|Europe
35208|jurist|male|other_occupation|1791-1811|Europe
35209|jurist|male|politician|1811-1831|Europe
35210|jurist|male|other_occupation|1811-1831|Europe
35211|jurist|male|politician|1791-1811|Europe
35212|jurist|male|other_occupation|1791-1811|Europe
35213|jurist|male|other_occupation|1911-1931|Europe
35214|jurist|male|politician|1851-1871|Europe
35215|jurist|male|politician|1851-1871|Europe
35216|jurist|male|other_occupation|1851-1871|Europe
35217|jurist|male|politician|1831-1851|Europe
35218|jurist|male|writer|1811-1831|Europe
35219|jurist|male|politician|1811-1831|Europe
35220|jurist|male|other_occupation|1811-1831|Europe
35221|jurist|male|other_occupation|1831-1851|Europe
35226|economist|male|politician|1931-1951|Europe
35227|jurist|male|other_occupation|1891-1911|Europe
35228|jurist|male|politician|1851-1871|Europe
35229|jurist|male|scientist|1851-1871|Europe
35230|jurist|male|scientist|1851-1871|Europe
35231|jurist|male|other_occupation|1871-1891|Europe
35232|jurist|male|other_occupation|1771-1791|Europe
35233|jurist|male|politician|1771-1791|Europe
35234|jurist|male|other_occupation|1771-1791|Europe
35235|jurist|male|other_occupation|1851-1871|Europe
35236|economist|male|writer|1931-1951|Europe
35237|jurist|male|writer|1791-1811|Europe
35238|jurist|male|other_occupation|1791-1811|Europe
35239|jurist|male|other_occupation|1891-1911|Europe
35240|jurist|male|other_occupation|1951-1971|Europe
35241|jurist|male|politician|1851-1871|Europe
35242|jurist|male|other_occupation|1851-1871|Europe
35243|jurist|male|other_occupation|1891-1911|Europe
35244|jurist|male|politician|1851-1871|Europe
35245|jurist|male|other_occupation|1851-1871|Europe
35246|jurist|male|businessperson|1831-1851|Europe
35247|jurist|male|politician|1931-1951|Europe
35248|economist|male|politician|1931-1951|Europe
35249|economist|male|businessperson|1931-1951|Europe
35250|jurist|male|other_occupation|1931-1951|Europe
35251|jurist|male|politician|1851-1871|Europe
35252|jurist|male|other_occupation|1931-1951|Europe
35253|jurist|male|scientist|1871-1891|Europe
35254|economist|male|scientist|1891-1911|Europe
35255|economist|male|scientist|1891-1911|Europe
35256|economist|male|scientist|1911-1931|Europe
35257|economist|male|scientist|1891-1911|Europe
35259|jurist|male|politician|1811-1831|Europe
35262|economist|male|scientist|1931-1951|Europe
35263|economist|male|scientist|1931-1951|Europe
35264|jurist|male|writer|1851-1871|Europe
35265|jurist|male|politician|1851-1871|Europe
35266|economist|male|politician|1931-1951|Europe
35267|economist|male|scientist|1931-1951|Europe
35268|jurist|male|scientist|1891-1911|Europe
35271|jurist|male|other_occupation|1791-1811|Europe
35272|jurist|male|other_occupation|1851-1871|Europe
35273|economist|male|politician|1891-1911|Europe
35274|economist|male|writer|1891-1911|Europe
35275|economist|male|scientist|1831-1851|Europe
35277|jurist|male|politician|1811-1831|Europe
35278|jurist|male|scientist|1811-1831|Europe
35279|jurist|male|politician|1811-1831|Europe
35280|jurist|male|politician|1811-1831|Europe
35281|jurist|male|other_occupation|1811-1831|Europe
35282|jurist|male|politician|1851-1871|Europe
35283|jurist|male|politician|1851-1871|Europe
35284|jurist|male|politician|1851-1871|Europe
35285|jurist|male|politician|1851-1871|Europe
35286|jurist|male|scientist|1851-1871|Europe
35287|jurist|male|politician|1851-1871|Europe
35288|economist|male|scientist|1851-1871|Europe
35289|economist|male|scientist|1851-1871|Europe
35290|jurist|female|scientist|1911-1931|North Am.
35291|economist|male|businessperson|1931-1951|North Am.
35295|economist|male|politician|1931-1951|North Am.
35296|jurist/economist|male|politician|1771-1791|North Am.
35298|jurist|male|politician|1911-1931|North Am.
35299|jurist|male|other_occupation|1911-1931|North Am.
35303|jurist/economist|male|politician|1891-1911|North Am.
35304|jurist/economist|male|scientist|1891-1911|North Am.
35305|jurist/economist|male|scientist|1891-1911|North Am.
35306|jurist|male|politician|1891-1911|North Am.
35310|jurist|male|politician|1851-1871|North Am.
35311|jurist|male|scientist|1851-1871|North Am.
35312|jurist|male|politician|1931-1951|North Am.
35314|jurist|male|politician|1871-1891|North Am.
35315|jurist|male|politician|1931-1951|North Am.
35318|jurist|male|media person|1911-1931|North Am.
35319|jurist|male|writer|1911-1931|North Am.
35320|jurist|male|politician|1911-1931|North Am.
35321|economist|male|politician|1911-1931|North Am.
35322|economist|male|politician|1931-1951|North Am.
35323|jurist|male|politician|1931-1951|North Am.
35329|economist|female|politician|1931-1951|North Am.
35332|jurist|male|writer|1931-1951|North Am.
35333|jurist|male|politician|1931-1951|North Am.
35334|jurist|male|other_occupation|1931-1951|North Am.
35335|jurist|male|politician|1891-1911|North Am.
35338|jurist|male|politician|1891-1911|North Am.
35339|jurist|male|scientist|1891-1911|North Am.
35346|jurist|male|media person|1911-1931|North Am.
35347|jurist|male|writer|1911-1931|North Am.
35348|jurist|male|politician|1931-1951|North Am.
35350|economist|male|politician|1931-1951|North Am.
35351|jurist|male|politician|1931-1951|North Am.
35352|jurist|male|politician|1891-1911|North Am.
35353|jurist|male|scientist|1891-1911|North Am.
35354|jurist|male|politician|1871-1891|North Am.
35360|jurist|male|scientist|1931-1951|North Am.
35361|jurist|male|businessperson|1931-1951|North Am.
35362|jurist|male|other_occupation|1931-1951|North Am.
35365|economist|male|scientist|1931-1951|North Am.
35366|jurist|male|politician|1791-1811|North Am.
35367|jurist|male|writer|1831-1851|North Am.
35368|jurist|male|politician|1931-1951|North Am.
35369|jurist|male|other_occupation|1931-1951|North Am.
35371|economist|female|politician|1911-1931|North Am.
35375|economist|male|politician|1931-1951|North Am.
35376|economist|male|businessperson|1931-1951|North Am.
35381|jurist|male|politician|1911-1931|North Am.
35382|jurist|male|other_occupation|1911-1931|North Am.
35384|jurist|male|politician|1931-1951|North Am.
35385|jurist|male|media person|1931-1951|North Am.
35389|jurist|male|politician|1911-1931|North Am.
35390|jurist|male|other_occupation|1911-1931|North Am.
35392|jurist/economist|male|politician|1931-1951|North Am.
35394|economist|male|politician|1931-1951|North Am.
35396|jurist|male|politician|1911-1931|North Am.
35397|jurist|male|writer|1911-1931|North Am.
35398|economist|male|politician|1931-1951|North Am.
35401|economist|male|politician|1931-1951|North Am.
35403|jurist|male|politician|1911-1931|North Am.
35404|economist|male|politician|1891-1911|North Am.
35405|economist|male|writer|1891-1911|North Am.
35406|economist|female|politician|1931-1951|North Am.
35407|economist|female|teacher|1931-1951|North Am.
35412|jurist|male|politician|1911-1931|North Am.
35413|jurist|male|other_occupation|1911-1931|North Am.
35419|jurist|male|politician|1891-1911|North Am.
35420|jurist|male|businessperson|1891-1911|North Am.
35421|jurist|male|other_occupation|1891-1911|North Am.
35422|jurist|male|politician|1911-1931|North Am.
35423|jurist|male|other_occupation|1911-1931|North Am.
35424|jurist|male|politician|1931-1951|North Am.
35425|jurist|male|writer|1891-1911|North Am.
35426|jurist|male|scientist|1891-1911|North Am.
35435|jurist|male|politician|1911-1931|North Am.
35436|jurist|male|politician|1931-1951|North Am.
35438|jurist|male|politician|1931-1951|North Am.
35439|jurist|male|other_occupation|1931-1951|North Am.
35440|economist|male|politician|1931-1951|North Am.
35441|jurist|male|politician|1891-1911|North Am.
35442|jurist|male|politician|1911-1931|North Am.
35443|jurist/economist|male|politician|1931-1951|North Am.
35447|economist|female|politician|1931-1951|North Am.
35448|jurist|male|politician|1911-1931|North Am.
35455|economist|male|politician|1931-1951|North Am.
35456|jurist|female|politician|1931-1951|North Am.
35459|jurist|male|politician|1931-1951|North Am.
35464|jurist|male|media person|1931-1951|North Am.
35465|jurist/economist|male|writer|1891-1911|North Am.
35466|jurist/economist|male|scientist|1891-1911|North Am.
35467|jurist|male|politician|1931-1951|North Am.
35469|jurist|male|politician|1931-1951|North Am.
35473|jurist|male|writer|1911-1931|North Am.
35475|jurist|male|politician|1911-1931|North Am.
35477|jurist|male|politician|1891-1911|North Am.
35478|jurist|male|politician|1811-1831|North Am.
35480|jurist|male|politician|1931-1951|North Am.
35481|jurist|male|politician|1931-1951|North Am.
35482|jurist|male|politician|1931-1951|North Am.
35483|jurist|male|politician|1911-1931|North Am.
35484|jurist|male|politician|1811-1831|North Am.
35485|jurist|male|politician|1951-1971|North Am.
35486|jurist|male|other_occupation|1951-1971|North Am.
35487|economist|male|politician|1931-1951|North Am.
35488|jurist|male|scientist|1911-1931|North Am.
35489|jurist|male|writer|1911-1931|North Am.
35490|jurist|male|other_occupation|1911-1931|North Am.
35497|jurist/economist|male|politician|1891-1911|North Am.
35498|jurist/economist|male|businessperson|1891-1911|North Am.
35504|jurist|male|politician|1931-1951|North Am.
35505|jurist|male|politician|1931-1951|Middle East
35506|jurist/economist|male|scientist|1891-1911|North Am.
35508|jurist|male|politician|1931-1951|North Am.
35514|jurist|female|teacher|1891-1911|North Am.
35515|jurist|female|other_occupation|1891-1911|North Am.
35516|jurist|female|politician|1931-1951|North Am.
35517|jurist|male|politician|1931-1951|North Am.
35519|economist|male|politician|1951-1971|North Am.
35520|economist|male|scientist|1951-1971|North Am.
35521|economist|male|writer|1951-1971|North Am.
35522|jurist|male|politician|1911-1931|North Am.
35523|jurist|male|other_occupation|1911-1931|North Am.
35524|jurist|male|politician|1871-1891|North Am.
35525|jurist|male|writer|1931-1951|North Am.
35527|jurist|male|politician|1911-1931|North Am.
35528|jurist|male|writer|1911-1931|North Am.
35532|jurist/economist|male|media person|1931-1951|North Am.
35533|jurist/economist|male|writer|1931-1951|North Am.
35534|jurist|male|politician|1931-1951|North Am.
35535|economist|male|politician|1951-1971|North Am.
35536|economist|male|businessperson|1951-1971|North Am.
35537|jurist|male|politician|1931-1951|North Am.
35539|jurist|male|politician|1771-1791|North Am.
35540|jurist|male|other_occupation|1771-1791|North Am.
35543|jurist|male|writer|1911-1931|North Am.
35544|jurist|male|politician|1911-1931|North Am.
35545|jurist|male|scientist|1911-1931|North Am.
35546|jurist|male|writer|1911-1931|North Am.
35547|jurist|male|politician|1891-1911|North Am.
35548|jurist|male|politician|1851-1871|North Am.
35549|economist|male|politician|1931-1951|North Am.
35550|jurist|male|politician|1911-1931|North Am.
35551|jurist|male|politician|1811-1831|North Am.
35556|jurist|male|politician|1931-1951|North Am.
35557|jurist|male|teacher|1931-1951|North Am.
35559|economist|male|politician|1931-1951|North Am.
35564|jurist|male|politician|1891-1911|North Am.
35567|jurist|male|politician|1911-1931|North Am.
35570|jurist|male|politician|1891-1911|North Am.
35571|jurist|male|scientist|1891-1911|North Am.
35572|jurist|male|politician|1931-1951|North Am.
35573|jurist|male|scientist|1931-1951|North Am.
35574|jurist|male|scientist|1931-1951|North Am.
35575|jurist|male|politician|1931-1951|North Am.
35576|jurist|male|other_occupation|1931-1951|North Am.
35577|jurist|male|politician|1851-1871|North Am.
35578|jurist|male|scientist|1891-1911|North Am.
35579|jurist|male|politician|1871-1891|North Am.
35585|jurist|male|writer|1931-1951|North Am.
35586|jurist|male|other_occupation|1931-1951|North Am.
35587|economist|male|politician|1931-1951|North Am.
35588|jurist|male|writer|1871-1891|North Am.
35589|jurist|male|politician|1871-1891|North Am.
35590|jurist|male|scientist|1871-1891|North Am.
35591|jurist|male|other_occupation|1871-1891|North Am.
35592|jurist|male|politician|1911-1931|North Am.
35594|economist|male|writer|1911-1931|North Am.
35597|jurist|male|politician|1951-1971|North Am.
35598|jurist/economist|male|politician|1931-1951|North Am.
35599|jurist|male|politician|1911-1931|North Am.
35603|economist|male|politician|1931-1951|North Am.
35604|jurist|male|politician|1911-1931|North Am.
35605|jurist|male|politician|1931-1951|North Am.
35607|jurist|male|politician|1931-1951|North Am.
35610|economist|male|politician|1931-1951|North Am.
35611|jurist|male|politician|1891-1911|North Am.
35612|jurist|male|writer|1891-1911|North Am.
35613|jurist|male|media person|1931-1951|North Am.
35614|jurist|female|politician|1931-1951|North Am.
35615|jurist|male|politician|1931-1951|North Am.
35617|economist|male|politician|1931-1951|North Am.
35618|jurist|male|other_occupation|1931-1951|North Am.
35619|jurist|male|other_occupation|1931-1951|North Am.
35620|jurist|male|media person|1931-1951|North Am.
35622|jurist|male|politician|1771-1791|North Am.
35623|jurist|male|media person|1771-1791|North Am.
35624|jurist|male|writer|1771-1791|North Am.
35630|jurist|male|media person|1911-1931|North Am.
35631|jurist|male|writer|1911-1931|North Am.
35632|jurist|male|politician|1811-1831|North Am.
35633|jurist|male|other_occupation|1811-1831|North Am.
35635|jurist|male|politician|1931-1951|North Am.
35638|jurist|male|politician|1931-1951|North Am.
35639|jurist|male|writer|1911-1931|North Am.
35640|jurist|male|other_occupation|1911-1931|North Am.
35641|jurist|male|scientist|1911-1931|North Am.
35642|economist|male|businessperson|1931-1951|North Am.
35644|jurist|male|politician|1811-1831|North Am.
35646|economist|male|politician|1911-1931|North Am.
35647|economist|male|media person|1931-1951|North Am.
35648|economist|male|writer|1931-1951|North Am.
35649|economist|male|politician|1931-1951|North Am.
35650|jurist|male|politician|1931-1951|North Am.
35651|economist|male|politician|1911-1931|North Am.
35652|jurist|male|politician|1891-1911|North Am.
35653|jurist|male|politician|1931-1951|North Am.
35654|jurist|male|media person|1931-1951|North Am.
35655|jurist|male|politician|1911-1931|North Am.
35657|jurist|male|politician|1891-1911|North Am.
35658|jurist|male|writer|1891-1911|North Am.
35659|jurist|male|politician|1931-1951|North Am.
35660|jurist|male|other_occupation|1931-1951|North Am.
35661|jurist|male|politician|1931-1951|North Am.
35662|jurist|male|politician|1871-1891|North Am.
35663|jurist|male|writer|1871-1891|North Am.
35664|jurist|male|writer|1891-1911|North Am.
35666|jurist|male|writer|1891-1911|North Am.
35667|jurist|male|scientist|1931-1951|North Am.
35668|jurist|male|politician|1931-1951|North Am.
35670|jurist|male|politician|1891-1911|North Am.
35671|jurist|male|politician|1891-1911|North Am.
35674|jurist|female|politician|1911-1931|North Am.
35675|jurist|male|politician|1831-1851|North Am.
35676|jurist|male|media person|1831-1851|North Am.
35677|jurist|male|writer|1831-1851|North Am.
35678|jurist|male|teacher|1831-1851|North Am.
35679|jurist|male|other_occupation|1831-1851|North Am.
35680|jurist|male|politician|1931-1951|North Am.
35681|jurist|male|politician|1891-1911|North Am.
35682|jurist|male|politician|1931-1951|North Am.
35683|jurist|male|writer|1931-1951|North Am.
35688|jurist|male|politician|1931-1951|North Am.
35691|jurist|male|writer|1931-1951|North Am.
35694|jurist|male|politician|1931-1951|North Am.
35695|jurist|male|politician|1891-1911|North Am.
35697|jurist|male|politician|1911-1931|North Am.
35699|jurist|male|politician|1851-1871|North Am.
35705|jurist|male|media person|1851-1871|North Am.
35706|jurist|male|politician|1931-1951|North Am.
35707|jurist|male|media person|1931-1951|North Am.
35708|jurist|male|politician|1931-1951|North Am.
35709|jurist|male|politician|1871-1891|North Am.
35710|jurist|male|politician|1911-1931|North Am.
35711|jurist|male|scientist|1911-1931|North Am.
35714|jurist|male|writer|1931-1951|North Am.
35715|jurist|male|scientist|1931-1951|North Am.
35717|jurist|male|politician|1911-1931|North Am.
35718|jurist|male|politician|1911-1931|North Am.
35719|economist|male|writer|1931-1951|North Am.
35720|economist|male|politician|1931-1951|North Am.
35723|jurist|male|politician|1931-1951|North Am.
35725|jurist|male|politician|1911-1931|North Am.
35727|economist|male|politician|1911-1931|North Am.
35728|jurist|male|politician|1931-1951|North Am.
35729|economist|male|politician|1931-1951|North Am.
35731|economist|male|politician|1911-1931|North Am.
35732|jurist|male|politician|1931-1951|North Am.
35736|jurist|male|writer|1911-1931|North Am.
35737|jurist|male|politician|1911-1931|North Am.
35738|jurist|male|other_occupation|1911-1931|North Am.
35739|economist|male|politician|1931-1951|North Am.
35744|jurist|male|politician|1931-1951|North Am.
35745|jurist|male|other_occupation|1931-1951|North Am.
35748|jurist|male|politician|1931-1951|North Am.
35749|jurist|male|politician|1931-1951|North Am.
35750|economist|male|politician|1931-1951|North Am.
35752|economist|male|politician|1931-1951|North Am.
35754|jurist|male|politician|1891-1911|North Am.
35755|jurist|male|politician|1911-1931|North Am.
35756|jurist|male|politician|1931-1951|North Am.
35758|economist|male|scientist|1911-1931|North Am.
35759|economist|male|scientist|1911-1931|North Am.
35760|economist|male|other_occupation|1911-1931|North Am.
35762|jurist|male|politician|1891-1911|North Am.
35764|jurist/economist|male|politician|1931-1951|North Am.
35765|jurist|male|scientist|1911-1931|North Am.
35766|jurist|male|writer|1911-1931|North Am.
35767|jurist|male|politician|1931-1951|North Am.
